# NMEA GPS Tracking for DSJ Camera (Retroactive)
# Video: 16.40.50-16.45.02[R][0@0][0].mp4
# Created: 2026-01-15 16:45:03
# GPS Points: 15
# Duration: 252s
$GPGGA,164115.000,0611.5780,S,10647.6094,E,1,08,1.2,-10.4,M,0.0,M,,*67
$GPGGA,164132.000,0611.6228,S,10647.5797,E,1,08,1.1,-10.4,M,0.0,M,,*62
$GPGGA,164148.000,0611.6250,S,10647.5808,E,1,08,1.2,-10.4,M,0.0,M,,*6A
$GPGGA,164213.000,0611.6528,S,10647.6017,E,1,08,1.1,-10.4,M,0.0,M,,*69
$GPGGA,164233.000,0611.6747,S,10647.6009,E,1,08,1.1,-10.4,M,0.0,M,,*6F
$GPGGA,164249.000,0611.7348,S,10647.6078,E,1,08,1.0,-10.2,M,0.0,M,,*69
$GPGGA,164305.000,0611.7547,S,10647.6107,E,1,08,1.0,-10.2,M,0.0,M,,*60
$GPGGA,164322.000,0611.7632,S,10647.5987,E,1,08,1.0,-10.2,M,0.0,M,,*67
$GPGGA,164340.000,0611.8941,S,10647.6148,E,1,08,0.9,-10.2,M,0.0,M,,*67
$GPGGA,164356.000,0611.9093,S,10647.6156,E,1,08,0.9,-10.2,M,0.0,M,,*68
$GPGGA,164413.000,0611.9108,S,10647.6403,E,1,08,0.8,-10.3,M,0.0,M,,*68
$GPGGA,164429.000,0611.9192,S,10647.6465,E,1,08,0.9,-10.4,M,0.0,M,,*64
$GPGGA,164446.000,0611.9192,S,10647.6640,E,1,08,0.9,-10.3,M,0.0,M,,*6F
$GPGGA,164501.000,0611.9201,S,10647.6688,E,1,08,0.9,-10.3,M,0.0,M,,*60
$GPGGA,164517.000,0611.9224,S,10647.6697,E,1,08,0.9,-10.3,M,0.0,M,,*6E
